IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm)
116,Co1 Cr1 Fe1 Mo0.149 Ni1,FCC+Sec.,POWDER,other,,,8.3,210,,,,,,,,,,,
117,Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,8.3,,C,25,300,,50.2,,,206,,,
117,Co1 Cr1 Cu1 Fe1 Ni1 V0.042,FCC+Sec.,CAST,other,,,8.3,,C,25,303,,50.2,,,,,,
117,Co1 Cr1 Cu1 Fe1 Ni1 V0.087,FCC+Sec.,CAST,other,,,8.3,,C,25,307,,50.2,,,,,,
117,Co1 Cr1 Cu1 Fe1 Ni1 V0.136,FCC+Sec.,CAST,other,,,8.3,,C,25,330,,50.2,,,,,,
117,Co1 Cr1 Cu1 Fe1 Ni1 V0.19,FCC+Sec.,CAST,other,,,8.2,,C,25,616,,28,,,,,,
118,Co1 Cr1 Cu1 Ni1 Zn1,BCC+FCC,POWDER,other,500,5.26,8.1,,C,25,,,,,,,,,
118,Co1 Cr1 Cu1 Ni1 Zn1,BCC+FCC,POWDER,other,500,6.26,8.1,,C,25,,,,,,,,,
118,Co1 Cr1 Cu1 Ni1 Zn1,BCC+FCC,POWDER,other,500,7.84,8.1,,C,25,,,,,,,,,
118,Co1 Cr1 Cu1 Ni1 Zn1,FCC+FCC,POWDER,other,500,7.89,8.1,615,C,25,2121,,,,,,,,
119,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,500,,9.9,359,T,25,1155,1212,12.3,,59,107,,,
119,Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,500,,8.9,358,T,25,1144,1205,6.4,,98,115,,,
119,Nb1 Ta1 Ti1,BCC,CAST,BCC,500,,10,246,T,25,620,683,18.5,,143,136,,,
119,Ta1 Ti1 Zr1,BCC+Sec.,CAST,other,500,,9,485,T,25,,284,0,,157,,,,
119,Nb1 Ti1 Zr1,BCC,CAST,BCC,500,,6.5,295,T,25,956,991,14.2,,88,94,,,
119,Nb1 Ta0.667 Ti0.667 Zr0.333,BCC+Sec.,CAST,other,500,,9.2,294,T,25,822,852,0.33,,127,,,,
119,Nb0.333 Ta0.667 Ti0.667 Zr1,BCC+Sec.,CAST,other,500,,8.6,489,T,25,,843,0,,93,,,,
120,Ag1 Al1 Nb1 Ti1 Zn1,,ANNEAL,other,,4.75,6.7,,,,,,,,,,,,
120,Ag1 Al1 Nb1 Ti1 Zn1,,ANNEAL,other,,5.78,6.7,,,,,,,,,,,,
120,Ag1 Al1 Nb1 Ti1 Zn1,,ANNEAL,other,,5.79,6.7,,,,,,,,,,,,
120,Ag1 Al1 Nb1 Ti1 Zn1,,ANNEAL,other,,5.51,6.7,,,,,,,,,,,,
120,Ag1 Al1 Nb1 Ti1 Zn1,,ANNEAL,other,,,6.7,,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484,,CAST,other,,,6.3,310,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,,CAST,other,,,6.3,330,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,,CAST,other,,,6.2,500,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484,,ANNEAL,other,,,6.3,340,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,,ANNEAL,other,,,6.3,410,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,,ANNEAL,other,,,6.2,495,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484,,ANNEAL,other,,,6.3,330,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,,ANNEAL,other,,,6.3,330,,,,,,,,,,,
121,Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,,ANNEAL,other,,,6.2,490,,,,,,,,,,,
122,Al1 C1 Co1 Cr1 Fe1 Ni1,FCC+BCC,POWDER,other,,,6.2,,,,,,,,,,,,
123,Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC,CAST,other,,,7.2,,,,,,,,,,,,
123,Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC,WROUGHT,other,,,7.2,,,,,,,,,,,,
123,Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC,WROUGHT,other,,,7.2,,,,,,,,,,,,
123,Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC,WROUGHT,other,,,7.2,,,,,,,,,,,,
124,Co1 Cr1 Fe1 Mn1 Ni1,FCC,POWDER,other,0.03,7.753,8,435,C,25,1100,,47,,,,,,
126,Al0.5 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.4,226,,,,,,,,185,,,
126,Al0.5 Cr1 Cu1 Fe1 Ni1,FCC,WROUGHT,FCC,,,7.4,287,,,,,,,,185,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,,C,25,1512,,12,,,137,,,
127,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,10.2,,C,25,1600,,4,,,143,,,
127,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,,8.7,,C,25,1351,,20,,,128,,,
127,Hf1 Mo1 Nb1 Ta1 Zr1,BCC,CAST,BCC,,,10.9,,C,25,1524,,16,,,141,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,10.8,,C,25,1369,,27,,,155,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,,C,800,1007,,,,,137,,,
127,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,10.2,,C,800,1045,,,,,143,,,
127,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,,8.7,,C,800,829,,,,,128,,,
127,Hf1 Mo1 Nb1 Ta1 Zr1,BCC,CAST,BCC,,,10.9,,C,800,1005,,,,,141,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,10.8,,C,800,822,,,,,155,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,,C,1000,814,,,,,137,,,
127,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,10.2,,C,1000,855,,,,,143,,,
127,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,,8.7,,C,1000,721,,,,,128,,,
127,Hf1 Mo1 Nb1 Ta1 Zr1,BCC,CAST,BCC,,,10.9,,C,1000,927,,,,,141,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,10.8,,C,1000,778,,,,,155,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,,C,1200,556,,,,,137,,,
127,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,10.2,,C,1200,404,,,,,143,,,
127,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,,8.7,,C,1200,301,,,,,128,,,
127,Hf1 Mo1 Nb1 Ta1 Zr1,BCC,CAST,BCC,,,10.9,,C,1200,694,,,,,141,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,10.8,,C,1200,699,,,,,155,,,
127,Hf1 Mo1 Nb1 Ta1 Zr1,BCC,CAST,BCC,,,10.9,,C,1400,278,,,,,141,,,
127,Hf1 Mo1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,10.8,,C,1400,367,,,,,155,,,
128,Co1 Cr1 Fe1 Ni1,FCC,POWDER,FCC,0.0276,,8.2,,,,,,,,,226,,,
128,C0.111 Co1 Cr1 Fe1 Ni1 W0.111,FCC,POWDER,FCC,0.0189,7.24,8.5,475,,,,,,,,,,,
128,C0.429 Co1 Cr1 Fe1 Ni1 W0.429,FCC,POWDER,FCC,0.0182,8.39,9.1,531,,,,,,,,,,,
129,Al0.267 Co1 Cr0.667 Fe0.667 Ni0.667 Ti0.2,FCC+BCC,POWDER,other,,,7.3,515,C,25,2012,,,17.52,,,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,,9.9,,T,25,1438,,,,91.5,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,,9.9,,T,25,1159,,,,99.2,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,,9.9,,T,25,1134,,,,109.1,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,,9.9,,T,25,1094,,,,105.3,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,,9.9,,T,25,1071,,,,91.6,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,24.4,,9.9,,T,25,1107,,,,92.6,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,31.3,,9.9,,T,25,1115,,,,92.6,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,38.4,,9.9,,T,25,1114,,,,101.3,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,50.1,,9.9,,,,,,,,,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,21.9,,9.9,,,,,,,,,107,,,
130,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,75.5,,9.9,,,,,,,,,107,,,
131,Al1 Nb1 Ti1 Zr1,B2,CAST,other,250,5.85,5.7,422,C,25,1509,,8.6,,,,,,
131,Al1 Nb1 Ti1 Zr1,B2+Sec.,ANNEAL,other,,,5.7,418,C,25,1579,,17.8,,,,,,
132,Al1 Nb1 Ti1 V1 Zr0.5,,,other,,5.64,5.6,,C,25,1480,,50,,,,,,
133,Al1 Nb1 Ti1 Zr1,,,other,,5.79,5.7,539.6,C,25,1080,,5.9,,,,,,
134,Nb1 Ti1 V1 Zr1,,,other,,6.52,6.5,335,C,25,1105,,50,,,,,,
134,Cr1 Nb1 Ti1 Zr1,,,other,,6.67,6.6,418,C,25,1260,,6,,,,,,
264,Al1 Cr1 Fe1 Mo0.5 Ni1,BCC+B2,CAST,other,,,6.8,623.7,C,25,1914.1,4023.6,,27.9,,,,,
264,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25,BCC+B2,CAST,other,,,6.6,712,C,25,2161.7,3641.5,,14.3,,,,,
264,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4,BCC+B2,CAST,other,,,6.5,731.9,C,25,2185.1,3673.4,,14.8,,,,,
264,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.5,BCC+B2,CAST,other,,,6.5,751.7,C,25,2228.7,3166.2,,10.4,,,,,
264,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.6,BCC+B2,CAST,other,,,6.4,756.1,C,25,1314.5,1314.5,,,,,,,
264,Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.75,BCC+B2,CAST,other,,,6.4,766.2,C,25,618.8,618.8,,,,,,,
265,Al1 Cr1 Mo1 Nb1,Other,ANNEAL,other,,,7.2,,,,,,,,,,,,
265,Al1 Cr1 Mo1 Nb1,Other,CAST,other,,,7.2,,,,,,,,,,,,
265,Al1 Hf1 Nb1 Ti1,B2,ANNEAL,other,,,7.7,,,,,,,,,,,,
265,Al1 Hf1 Nb1 Ti1,B2,CAST,other,,,7.7,,,,,,,,,,,,
265,Al1 Hf1 Ta1 Ti1,B2,ANNEAL,other,,,9.7,,,,,,,,,,,,
265,Al1 Hf1 Ta1 Ti1,B2,CAST,other,,,9.7,,,,,,,,,,,,
265,Al1 Mo1 Nb1 Ti1,BCC+Sec.,ANNEAL,other,,,6.5,,,,,,,,,,,,
265,Al1 Mo1 Nb1 Ti1,BCC,CAST,BCC,,,6.5,509,,,,,,,,151,,,
265,Al1 Nb1 Ta1 Ti1,BCC+Sec.,ANNEAL,other,,,8.2,,,,,,,,,,,,
265,Al1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,8.2,458,,,,,,,,120,,,
265,Cr1 Mo1 Ta1 Ti1,BCC,ANNEAL,BCC,,,9.9,555,,,,,,,,219,,,
265,Cr1 Mo1 Ta1 Ti1,BCC,CAST,BCC,,,9.9,539,,,,,,,,219,,,
265,Cr1 Nb1 Ta1 Ti1,BCC+Sec.,ANNEAL,other,,,9.4,,,,,,,,,,,,
265,Cr1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,9.4,495,,,,,,,,162,,,
265,Cr1 Nb1 Ti1 W1,BCC+Sec.,ANNEAL,other,,,9.9,630,,,,,,,,,,,
265,Cr1 Nb1 Ti1 W1,BCC,CAST,BCC,,,9.9,630,,,,,,,,217,,,
265,Hf1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,,,10.9,280,,,,,,,,119,,,
265,Hf1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,10.9,270,,,,,,,,119,,,
265,Mo1 Nb1 Ta1 Ti1 W1,BCC,ANNEAL,BCC,,,11.8,482,,,,,,,,222,,,
265,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,BCC,,,11.8,446,,,,,,,,222,,,
265,Mo1 Nb1 Ta1 Ti1,BCC,ANNEAL,BCC,,,10,407,,,,,,,,179,,,
265,Mo1 Nb1 Ta1 Ti1,BCC,CAST,BCC,,,10,431,,,,,,,,179,,,
